"year" "area" "price"
"7561" 11 45 35867
"7562" 2 36 44321
"7563" 18 34 11865
"7564" 8 32 29288
"7565" 30 85 35819
"7566" 25 39 5000
"7567" 28 44 5000
"7568" 29 111 62474
"7569" 26 75 33916
"7570" 20 41 12798
"7571" 8 52 48280
"7572" 14 42 27438
"7573" 4 82 84928
"7574" 24 46 10880
"7575" 12 35 23816
"7576" 18 56 32879
"7577" 15 32 15614
"7578" 22 51 18824
"7579" 18 106 79729
"7580" 17 62 39783
"7581" 27 37 5000
"7582" 21 30 5000
"7583" 6 32 33600
"7584" 9 46 41326
"7585" 19 67 40595
"7586" 3 72 76331
"7587" 15 30 13587
"7588" 14 34 19297
"7589" 27 37 5000
"7590" 10 48 40698
"7591" 27 49 7319
"7592" 21 43 14109
"7593" 10 82 72561
"7594" 6 44 44738
"7595" 23 39 6336
"7596" 12 59 47825
"7597" 18 32 9546
"7598" 1 73 82066
"7599" 24 46 11437
"7600" 28 37 5000
"7601" 9 48 43387
"7602" 28 46 5000
"7603" 6 42 42633
"7604" 27 32 5000
"7605" 29 65 19666
"7606" 2 56 64889
"7607" 12 41 30204
"7608" 25 60 21831
"7609" 5 44 46568
"7610" 2 53 62001
"7611" 4 80 83265
"7612" 26 50 10383
"7613" 15 35 18876
"7614" 27 35 5000
"7615" 12 102 88054
"7616" 29 46 5000
"7617" 7 57 54782
"7618" 13 37 24481
"7619" 25 30 5000
"7620" 17 40 18447
"7621" 3 51 57494
"7622" 5 47 49709
"7623" 4 36 40948
"7624" 15 113 92701
"7625" 18 71 45953
"7626" 13 41 29046
"7627" 25 64 25706
"7628" 4 33 38215
"7629" 19 32 7670
"7630" 21 31 5000
"7631" 23 76 41734
"7632" 18 43 20182
"7633" 11 40 30838
"7634" 6 30 31956
"7635" 5 59 61117
"7636" 15 31 14400
"7637" 22 45 14122
"7638" 23 35 5000
"7639" 16 50 30388
"7640" 18 122 94378
"7641" 18 58 33447
"7642" 5 30 32708
"7643" 26 39 5000
"7644" 10 41 33585
"7645" 20 101 70856
"7646" 3 52 58548
"7647" 7 31 30274
"7648" 13 49 35931
"7649" 3 63 69027
"7650" 18 46 22602
"7651" 26 37 5000
"7652" 8 31 29036
"7653" 18 34 12289
"7654" 17 50 28969
"7655" 23 66 31337
"7656" 22 31 5000
"7657" 16 38 18717
"7658" 16 104 82294
"7659" 24 76 39228
"7660" 21 43 14913
"7661" 30 35 5000
"7662" 27 31 5000
"7663" 21 31 5000
"7664" 6 69 68007
"7665" 18 72 47190
"7666" 9 46 40291
"7667" 19 38 13335
"7668" 22 42 11261
"7669" 7 31 31219
"7670" 3 30 37278
"7671" 2 54 61525
"7672" 16 68 48608
"7673" 29 39 5000
"7674" 5 35 37997
"7675" 30 116 64540
"7676" 22 38 6221
"7677" 2 123 127981
"7678" 3 49 55018
"7679" 16 34 14200
"7680" 2 99 104115
"7681" 2 85 90555
"7682" 7 38 36981
"7683" 6 52 52050
"7684" 13 45 31504
"7685" 10 48 40500
"7686" 7 44 42363
"7687" 5 37 39742
"7688" 29 56 10038
"7689" 21 88 56064
"7690" 29 34 5000
"7691" 5 41 43510
"7692" 29 60 13818
"7693" 24 32 5000
"7694" 9 44 38753
"7695" 25 32 5000
"7696" 25 79 38781
"7697" 4 81 83933
"7698" 16 45 25040
"7699" 25 61 24180
"7700" 9 45 39552
"7701" 3 59 64801
"7702" 7 36 35271
"7703" 8 82 76508
"7704" 28 50 6146
"7705" 27 55 12923
"7706" 5 123 122338
"7707" 14 45 29456
"7708" 11 33 23667
"7709" 12 45 33304
"7710" 11 54 44450
"7711" 25 100 59756
"7712" 8 33 30238
"7713" 29 35 5000
"7714" 21 45 15574
"7715" 24 61 25857
"7716" 4 77 80512
"7717" 2 31 40830
"7718" 26 47 7287
"7719" 14 54 37555
"7720" 21 73 42626
"7721" 7 64 61986
"7722" 9 55 50058
"7723" 15 41 24741
"7724" 5 43 45797
"7725" 29 81 34751
"7726" 7 122 116998
"7727" 5 63 65271
"7728" 21 60 30811
"7729" 22 43 11503
"7730" 15 55 37463
"7731" 2 49 57248
"7732" 5 47 49042
"7733" 23 95 58320
"7734" 19 44 19649
"7735" 4 64 68414
"7736" 28 63 19085
"7737" 6 42 42966
"7738" 6 33 34852
"7739" 7 51 48864
"7740" 10 37 30452
"7741" 14 34 19214
"7742" 4 40 45643
"7743" 29 81 34170
"7744" 13 53 38838
"7745" 25 31 5000
"7746" 29 34 5000
"7747" 26 43 5000
"7748" 30 59 11231
"7749" 24 86 48479
"7750" 4 51 56123
"7751" 19 57 30997
"7752" 21 31 5000
"7753" 15 33 16159
"7754" 28 52 9032
"7755" 10 46 37993
"7756" 22 57 24462
"7757" 19 79 52236
"7758" 15 33 16879
"7759" 16 45 26465
"7760" 3 70 74831
"7761" 8 59 54882
"7762" 4 52 56266
"7763" 22 30 5000
"7764" 21 50 20793
"7765" 12 42 30768
"7766" 15 43 26057
"7767" 21 60 29378
"7768" 27 41 5000
"7769" 22 40 8726
"7770" 17 32 11380
"7771" 29 80 33407
"7772" 18 51 27221
"7773" 19 37 12290
"7774" 15 31 14415
"7775" 17 36 14929
"7776" 7 35 34290
"7777" 5 35 37865
"7778" 13 38 25214
"7779" 5 50 52921
"7780" 7 37 35378
"7781" 2 37 46158
"7782" 26 40 5000
"7783" 8 48 44459
"7784" 24 37 5000
"7785" 8 39 35929
"7786" 7 59 58050
"7787" 8 41 37741
"7788" 2 80 87421
"7789" 5 31 34844
"7790" 16 36 16695
"7791" 19 31 5529
"7792" 20 47 20310
"7793" 10 44 37008
"7794" 28 49 5632
"7795" 19 44 18795
"7796" 19 47 21661
"7797" 4 47 51050
"7798" 4 35 39630
"7799" 21 79 48006
"7800" 10 47 40253
"7801" 0 31 44788
"7802" 25 41 5000
"7803" 16 35 16429
"7804" 28 36 5000
"7805" 15 33 17727
"7806" 26 97 54685
"7807" 28 75 30658
"7808" 19 30 5075
"7809" 18 62 38622
"7810" 13 50 36586
"7811" 24 45 10249
"7812" 5 65 66870
"7813" 3 68 73908
"7814" 5 63 65184
"7815" 8 58 53268
"7816" 21 61 30848
"7817" 12 58 45966
"7818" 2 49 58786
"7819" 12 37 26080
"7820" 24 35 5000
"7821" 0 50 62543
"7822" 14 40 25093
"7823" 22 39 7362
"7824" 22 54 22631
"7825" 18 64 39426
"7826" 7 46 45475
"7827" 25 34 5000
"7828" 18 34 10799
"7829" 10 60 51218
"7830" 2 77 83951
"7831" 9 62 55196
"7832" 13 61 47412
"7833" 25 64 25865
"7834" 3 82 87496
"7835" 3 33 40148
"7836" 8 62 57964
"7837" 20 51 23460
"7838" 14 31 16594
"7839" 12 62 50099
"7840" 23 63 29498
"7841" 15 81 61976
"7842" 17 32 11217
"7843" 9 84 76310
"7844" 22 39 7925
"7845" 26 31 5000
"7846" 5 34 36656
"7847" 13 134 116967
"7848" 22 38 6667
"7849" 18 56 32187
"7850" 29 33 5000
"7851" 28 65 20416
"7852" 15 39 22734
"7853" 4 52 57323
"7854" 22 68 35762
"7855" 14 33 17921
"7856" 15 31 13574
"7857" 15 38 21982
"7858" 20 33 6303
"7859" 22 61 28574
"7860" 1 51 61596
"7861" 11 59 48943
"7862" 16 95 73597
"7863" 22 39 7987
"7864" 24 45 9742
"7865" 14 69 51994
"7866" 16 40 21828
"7867" 19 32 7524
"7868" 2 76 84524
"7869" 3 31 39121
"7870" 2 35 43889
"7871" 26 70 29398
"7872" 18 80 55843
"7873" 21 36 6490
"7874" 19 70 43724
"7875" 23 39 5620
"7876" 27 61 19200
"7877" 27 50 8963
"7878" 3 60 65833
"7879" 17 90 66417
"7880" 16 40 21049
"7881" 10 78 69254
"7882" 25 56 18903
"7883" 1 59 68713
"7884" 18 77 52181
"7885" 2 40 49327
"7886" 14 111 92609
"7887" 18 61 36843
"7888" 23 69 34404
"7889" 5 50 52072
"7890" 17 44 23748
"7891" 18 63 39422
"7892" 19 69 43041
"7893" 22 55 22953
"7894" 26 65 24869
"7895" 27 60 18973
"7896" 3 54 60418
"7897" 26 63 22603
"7898" 19 60 34260
"7899" 18 31 8906
"7900" 20 42 15156
"7901" 12 44 32387
"7902" 21 45 16130
"7903" 6 30 30558
"7904" 16 63 43080
"7905" 18 47 22776
"7906" 13 40 27084
"7907" 13 40 27191
"7908" 11 122 109231
"7909" 25 50 12107
"7910" 28 48 5000
"7911" 19 40 15488
"7912" 26 34 5000
"7913" 16 64 43659
"7914" 8 55 51274
"7915" 12 138 121953
"7916" 9 73 66676
"7917" 12 64 51605
"7918" 24 75 38474
"7919" 15 37 20302
"7920" 20 50 23059
"7921" 29 65 18462
"7922" 22 30 5000
"7923" 24 34 5000
"7924" 25 36 5000
"7925" 2 38 47208
"7926" 7 35 33679
"7927" 29 86 38860
"7928" 21 56 26326
"7929" 17 35 14781
"7930" 4 35 39451
"7931" 2 30 38673
"7932" 29 65 18970
"7933" 30 31 5000
"7934" 28 77 32240
"7935" 25 67 28475
"7936" 19 52 26931
"7937" 7 36 35055
"7938" 23 47 13194
"7939" 17 52 30167
"7940" 14 54 38375
"7941" 17 35 13604
"7942" 22 36 5014
"7943" 7 30 30107
"7944" 18 94 68815
"7945" 12 35 23199
"7946" 15 50 32703
"7947" 29 34 5000
"7948" 26 32 5000
"7949" 4 52 55343
"7950" 4 50 54882
"7951" 29 32 5000
"7952" 3 31 38180
"7953" 11 55 45610
"7954" 24 41 6301
"7955" 1 51 61083
"7956" 19 45 19971
"7957" 1 44 55187
"7958" 11 33 24264
"7959" 5 34 36966
"7960" 16 65 43964
"7961" 24 32 5000
"7962" 27 34 5000
"7963" 29 90 42578
"7964" 22 57 25682
"7965" 22 43 11428
"7966" 24 55 19364
"7967" 8 51 46924
"7968" 21 45 15486
"7969" 27 37 5000
"7970" 5 35 38086
"7971" 21 32 5000
"7972" 0 239 242325
"7973" 1 57 68084
"7974" 20 36 9734
"7975" 9 38 33193
"7976" 26 47 8084
"7977" 7 40 38950
"7978" 22 43 11788
"7979" 15 98 77863
"7980" 16 44 24309
"7981" 7 61 59065
"7982" 21 33 5000
"7983" 3 39 46642
"7984" 7 48 46392
"7985" 14 85 68105
"7986" 3 54 60854
"7987" 14 82 64408
"7988" 29 48 5000
"7989" 18 35 11385
"7990" 23 36 5000
"7991" 16 43 24086
"7992" 23 68 33468
"7993" 11 42 31899
"7994" 13 33 20651
"7995" 5 56 57850
"7996" 7 50 49081
"7997" 8 61 56913
"7998" 25 63 24271
"7999" 13 50 36150
"8000" 5 38 41484
"8001" 26 35 5000
"8002" 24 42 6433
"8003" 2 33 42356
"8004" 3 62 66660
"8005" 8 37 35278
"8006" 19 47 20976
"8007" 26 46 5570
"8008" 2 47 55991
"8009" 20 43 15568
"8010" 4 34 38846
"8011" 26 45 6172
"8012" 15 40 22879
"8013" 30 65 17032
"8014" 10 41 34085
"8015" 21 66 35362
"8016" 7 70 68347
"8017" 15 78 59347
"8018" 29 39 5000
"8019" 5 51 53044
"8020" 28 50 7198
"8021" 18 32 10675
"8022" 5 57 59538
"8023" 30 31 5000
"8024" 17 78 56068
"8025" 16 34 14935
"8026" 28 81 35745
"8027" 23 69 33974
"8028" 4 37 41590
"8029" 23 59 24915
"8030" 11 33 23812
"8031" 7 67 65372
"8032" 6 50 50892
"8033" 13 89 74090
"8034" 14 54 38333
"8035" 3 36 42717
"8036" 9 32 26425
"8037" 29 53 7437
"8038" 17 39 17834
"8039" 22 45 14471
"8040" 26 35 5000
"8041" 29 64 17578
"8042" 11 81 70339
"8043" 28 48 5333
"8044" 28 155 106846
"8045" 22 39 8332
"8046" 7 46 44765
"8047" 14 78 61011
"8048" 16 43 23976
"8049" 19 36 10628
"8050" 10 45 37586
"8051" 23 36 5000
"8052" 24 42 6261
"8053" 20 45 17196
"8054" 25 35 5000
"8055" 28 32 5000
"8056" 18 33 10315
"8057" 21 30 5000
"8058" 8 120 113068
"8059" 28 37 5000
"8060" 6 37 38197
"8061" 16 74 52437
"8062" 18 45 21522
"8063" 20 44 17369
"8064" 6 55 55501
"8065" 20 39 11997
"8066" 21 46 17357
"8067" 22 36 5000
"8068" 26 71 30275
"8069" 14 34 19089
"8070" 27 32 5000
"8071" 27 37 5000
"8072" 16 50 30883
"8073" 24 31 5000
"8074" 3 34 42161
"8075" 3 30 37033
"8076" 4 42 46597
"8077" 15 33 16491
"8078" 7 32 30854
"8079" 17 54 32576
"8080" 6 33 34059
"8081" 13 105 89516
"8082" 25 63 24580
"8083" 5 41 44782
"8084" 12 48 37294
"8085" 28 58 13694
"8086" 26 92 50833
"8087" 24 36 5000
"8088" 30 41 5000
"8089" 29 46 5000
"8090" 2 30 39972
"8091" 2 40 48108
"8092" 14 50 33982
"8093" 5 52 54651
"8094" 22 57 25907
"8095" 27 91 47446
"8096" 28 41 5000
"8097" 16 60 39596
"8098" 26 33 5000
"8099" 1 67 77037
"8100" 18 43 20787
"8101" 8 50 46371
"8102" 2 43 52532
"8103" 16 45 26494
"8104" 24 48 12955
"8105" 13 65 50906
"8106" 21 61 31235
"8107" 24 43 6719
"8108" 20 44 16625
"8109" 14 39 24146
"8110" 13 37 24518
"8111" 5 54 56289
"8112" 18 46 23383
"8113" 11 36 26543
"8114" 15 44 27326
"8115" 30 34 5000
"8116" 11 58 49095
"8117" 21 67 36835
"8118" 5 93 93307
"8119" 7 39 37159
"8120" 22 42 10894
"8121" 14 55 39794
"8122" 8 32 29730
"8123" 21 34 5434
"8124" 8 57 53009
"8125" 17 35 14049
"8126" 30 33 5000
"8127" 13 39 24714
"8128" 6 50 49287
"8129" 16 68 46366
"8130" 12 95 81319
"8131" 23 33 5000
"8132" 27 34 5000
"8133" 6 80 78395
"8134" 1 35 46128
"8135" 19 36 11535
"8136" 26 44 5000
"8137" 3 77 82037
"8138" 4 33 38111
"8139" 26 49 9725
"8140" 18 95 69322
"8141" 8 32 28466
"8142" 7 50 48872
"8143" 18 105 78573
"8144" 2 50 57946
"8145" 6 44 45264
"8146" 26 33 5000
"8147" 21 42 12643
"8148" 24 42 6527
"8149" 30 41 5000
"8150" 11 50 39860
"8151" 9 45 39849
"8152" 16 34 15222
"8153" 11 39 29504
"8154" 14 40 25152
"8155" 20 40 12548
"8156" 4 48 52292
"8157" 13 64 49611
"8158" 5 43 46016
"8159" 30 38 5000
"8160" 24 32 5000
"8161" 3 33 40640
"8162" 30 34 5000
"8163" 30 31 5000
"8164" 1 33 44507
"8165" 21 44 14204
"8166" 22 73 40808
"8167" 2 68 75419
"8168" 16 31 12089
"8169" 16 31 11991
"8170" 29 58 10911
"8171" 6 53 53239
"8172" 18 35 12531
"8173" 3 39 46285
"8174" 16 41 21014
"8175" 29 55 8526
"8176" 8 34 31318
"8177" 25 32 5000
"8178" 14 82 65267
"8179" 2 80 86505
"8180" 1 35 46596
"8181" 4 40 45244
"8182" 21 33 5000
"8183" 10 65 56167
"8184" 20 40 13172
"8185" 11 69 58129
"8186" 19 56 29913
"8187" 17 40 18416
"8188" 2 59 67736
"8189" 7 32 31890
"8190" 16 32 13361
"8191" 7 42 39749
"8192" 22 46 14427
"8193" 3 34 40841
"8194" 8 55 50956
"8195" 7 35 34871
"8196" 23 54 20336
"8197" 10 41 33923
"8198" 23 51 17239
"8199" 2 36 45297
"8200" 22 50 17748
"8201" 13 58 44711
"8202" 9 98 90065
"8203" 22 30 5000
"8204" 27 50 8194
"8205" 22 83 50485
"8206" 1 38 49686
"8207" 16 38 18792
"8208" 28 49 5675
"8209" 27 33 5000
"8210" 26 34 5000
"8211" 16 60 39801
"8212" 19 42 17777
"8213" 24 48 12745
"8214" 13 31 18482
"8215" 3 49 55972
"8216" 10 35 29137
"8217" 5 49 51742
"8218" 6 55 55478
"8219" 17 52 30761
"8220" 29 34 5000
"8221" 23 30 5000
"8222" 12 41 30236
"8223" 13 34 21267
"8224" 3 66 72181
"8225" 10 36 29583
"8226" 30 37 5000
"8227" 13 44 30188
"8228" 3 76 80784
"8229" 5 64 65399
"8230" 3 30 37594
"8231" 3 47 53422
"8232" 17 77 53852
"8233" 5 36 38560
"8234" 2 42 51227
"8235" 1 34 45047
"8236" 26 36 5000
"8237" 7 44 43272
"8238" 1 62 72072
"8239" 3 86 90398
"8240" 3 47 53284
"8241" 8 58 53480
"8242" 21 68 38173
"8243" 8 84 78394
"8244" 20 41 14650
"8245" 7 55 53737
"8246" 7 38 37089
"8247" 25 48 10179
"8248" 29 61 15312
"8249" 10 64 55661
"8250" 17 36 14519
"8251" 24 86 48950
"8252" 23 48 14340
"8253" 25 39 5000
"8254" 10 39 31722
"8255" 15 49 30365
"8256" 30 44 5000
"8257" 23 58 24075
"8258" 23 71 37448
"8259" 10 44 37948
"8260" 3 36 43333
"8261" 7 80 76498
"8262" 3 33 40347
"8263" 26 31 5000
"8264" 22 52 20537
"8265" 26 35 5000
"8266" 23 48 14257
"8267" 24 45 10020
"8268" 23 42 9207
"8269" 18 64 39881
"8270" 26 42 5000
"8271" 16 34 15668
"8272" 21 31 5000
"8273" 27 40 5000
"8274" 22 35 5000
"8275" 27 31 5000
"8276" 17 54 31549
"8277" 5 60 61768
"8278" 5 34 36720
"8279" 23 40 5552
"8280" 25 38 5000
"8281" 5 92 92775
"8282" 6 36 36888
"8283" 14 34 18531
"8284" 2 41 50391
"8285" 24 84 48081
"8286" 18 32 9139
"8287" 14 46 30982
"8288" 15 34 17465
"8289" 19 35 10892
"8290" 22 31 5000
"8291" 23 91 55822
"8292" 14 70 53574
"8293" 7 109 104542
"8294" 22 54 22003
"8295" 6 55 55213
"8296" 1 50 60162
"8297" 25 39 5000
"8298" 16 35 15905
"8299" 16 32 12749
"8300" 15 71 52062
"8301" 16 31 12234
"8302" 2 52 60838
"8303" 28 30 5000
"8304" 8 33 30664
"8305" 11 32 23355
"8306" 21 32 5000
"8307" 1 62 71510
"8308" 28 33 5000
"8309" 8 55 51266
"8310" 3 34 40371
"8311" 26 43 5000
"8312" 26 32 5000
"8313" 14 57 41510
"8314" 1 97 104990
"8315" 13 37 24214
"8316" 17 48 26467
"8317" 16 49 29260
"8318" 22 33 5000
"8319" 6 35 37159
"8320" 10 31 24109
"8321" 1 49 60265
"8322" 0 30 43899
"8323" 22 57 25149
"8324" 11 31 22502
"8325" 8 75 70272
"8326" 22 31 5000
"8327" 8 38 34892
"8328" 16 58 38586
"8329" 3 46 52677
"8330" 5 74 75646
"8331" 27 34 5000
"8332" 16 60 41128
"8333" 2 33 41325
"8334" 24 51 15384
"8335" 5 50 52779
"8336" 14 30 15420
"8337" 7 70 67313
"8338" 28 71 25762
"8339" 13 31 19118
"8340" 21 71 40267
"8341" 26 94 52395
"8342" 7 40 39328
"8343" 9 41 36021
"8344" 1 48 58278
"8345" 24 69 33113
"8346" 30 37 5000
"8347" 4 73 75903
"8348" 2 40 48194
"8349" 28 32 5000
"8350" 6 35 36374
"8351" 23 60 25938
"8352" 18 40 17471
"8353" 21 58 27676
"8354" 16 44 24257
"8355" 11 33 24599
"8356" 1 40 51359
"8357" 7 64 61134
"8358" 4 31 36723
"8359" 4 52 55643
"8360" 23 35 5000
"8361" 8 48 44350
"8362" 12 34 22977
"8363" 8 60 55064
"8364" 29 41 5000
"8365" 5 35 37858
"8366" 3 47 54011
"8367" 4 35 40955
"8368" 6 31 32112
"8369" 3 34 41357
"8370" 17 36 14573
"8371" 12 48 37009
"8372" 3 51 57686
"8373" 18 54 31334
"8374" 18 35 13208
"8375" 7 33 32033
"8376" 6 33 33959
"8377" 6 45 45346
"8378" 10 51 43614
"8379" 7 49 47426
"8380" 14 95 77700
"8381" 30 63 15028
"8382" 20 50 22715
"8383" 15 67 49064
"8384" 9 34 28846
"8385" 29 32 5000
"8386" 6 52 51437
"8387" 9 52 46286
"8388" 2 82 89274
"8389" 5 48 49509
"8390" 27 37 5000
"8391" 17 60 38203
"8392" 19 34 8970
"8393" 23 70 35208
"8394" 10 35 28273
"8395" 6 82 81163
"8396" 23 64 30674
"8397" 24 90 51618
"8398" 30 47 5000
"8399" 15 39 22049
"8400" 21 46 16372
"8401" 20 46 18622
"8402" 20 31 5000
"8403" 19 47 21680
"8404" 22 79 45685
"8405" 3 33 40831
"8406" 16 33 15136
"8407" 9 45 39606
"8408" 16 34 15265
"8409" 19 60 34020
"8410" 18 45 21761
"8411" 27 33 5000
"8412" 5 43 46090
"8413" 28 55 11961
"8414" 20 103 72259
"8415" 11 48 38709
"8416" 15 56 38094
"8417" 14 34 18986
"8418" 14 46 30673
"8419" 1 49 59819
"8420" 25 41 5000
"8421" 9 49 43909
"8422" 27 32 5000
"8423" 26 38 5000
"8424" 27 52 9459
"8425" 5 92 91937
"8426" 12 40 28415
"8427" 16 38 18705
"8428" 1 45 55120
"8429" 27 34 5000
"8430" 25 95 54551
"8431" 5 31 33978
"8432" 2 60 68371
"8433" 5 34 37200
"8434" 1 56 65781
"8435" 3 44 51607
"8436" 23 47 14392
"8437" 8 36 33252
"8438" 21 58 27087
"8439" 11 35 25678
"8440" 10 49 41483
"8441" 17 86 62605
"8442" 18 33 10055
"8443" 22 54 22104
"8444" 4 42 47872
"8445" 13 73 58552
"8446" 13 65 51085
"8447" 29 40 5000
"8448" 2 40 48049
"8449" 20 58 29421
"8450" 24 74 37208
"8451" 29 50 5000
"8452" 22 31 5000
"8453" 24 39 5000
"8454" 22 51 19500
"8455" 28 35 5000
"8456" 30 55 6763
"8457" 25 61 22099
"8458" 24 63 27613
"8459" 23 31 5000
"8460" 29 43 5000
"8461" 28 46 5000
"8462" 20 33 6578
"8463" 28 41 5000
"8464" 18 54 30384
"8465" 24 70 33158
"8466" 3 41 48730
"8467" 24 46 10738
"8468" 12 45 33550
"8469" 4 62 65102
"8470" 21 34 5000
"8471" 0 48 60619
"8472" 25 32 5000
"8473" 28 46 5000
"8474" 18 37 14532
"8475" 20 69 40353
"8476" 28 53 8950
"8477" 9 30 26262
"8478" 8 32 28982
"8479" 22 34 5000
"8480" 15 57 39268
"8481" 3 105 109203
"8482" 10 31 24085
"8483" 10 38 31703
"8484" 27 34 5000
"8485" 23 73 39173
"8486" 25 44 6962
"8487" 8 32 29651
"8488" 9 41 36017
"8489" 10 46 39037
"8490" 22 40 8562
"8491" 28 41 5000
"8492" 18 32 10526
"8493" 3 32 39159
"8494" 19 42 17599
"8495" 2 52 61341
"8496" 1 44 54483
"8497" 24 32 5000
"8498" 28 73 28726
"8499" 11 65 54884
"8500" 28 38 5000
"8501" 5 49 51741
"8502" 5 40 43798
"8503" 20 70 41122
"8504" 9 40 34839
"8505" 5 32 35207
"8506" 27 70 27872
"8507" 16 77 57154
"8508" 30 85 36000
"8509" 25 31 5000
"8510" 2 35 44542
"8511" 5 34 37333
"8512" 16 46 27437
"8513" 13 63 48600
"8514" 5 40 43114
"8515" 1 36 47451
"8516" 23 48 14840
"8517" 9 46 40717
"8518" 25 66 27551
"8519" 3 33 40455
"8520" 17 31 9759
"8521" 8 67 62143
"8522" 11 75 64466
"8523" 4 33 38690
"8524" 21 38 8823
"8525" 6 42 43317
"8526" 8 103 97503
"8527" 23 87 51694
"8528" 7 74 71135
"8529" 4 49 52860
"8530" 15 73 54143
"8531" 27 47 5000
"8532" 4 44 49227
"8533" 25 47 8655
"8534" 17 94 70026
"8535" 28 46 5000
"8536" 24 53 17387
"8537" 17 65 42538
"8538" 18 32 9739
"8539" 6 31 32406
"8540" 30 65 18013
"8541" 17 32 11611
"8542" 5 44 46943
"8543" 5 77 78440
"8544" 9 63 56032
"8545" 4 32 37573
"8546" 26 38 5000
"8547" 18 36 12848
"8548" 22 45 13053
"8549" 15 31 14139
"8550" 18 41 17769
"8551" 29 34 5000
"8552" 7 43 41900
"8553" 27 86 43189
"8554" 0 37 49040
"8555" 21 44 15179
"8556" 26 39 5000
"8557" 4 56 59496
"8558" 28 41 5000
"8559" 12 43 31686
"8560" 8 44 41078
"8561" 13 64 49824
"8562" 17 49 27901
"8563" 23 31 5000
"8564" 12 31 20038
"8565" 25 46 9055
"8566" 22 31 5000
"8567" 30 36 5000
"8568" 20 35 7305
"8569" 10 44 36823
"8570" 20 45 17709
"8571" 17 63 40537
"8572" 10 83 73851
"8573" 12 70 57874
"8574" 28 38 5000
"8575" 23 40 7646
"8576" 27 49 7555
"8577" 7 50 48812
"8578" 30 35 5000
"8579" 26 54 14257
"8580" 28 34 5000
"8581" 5 94 94415
"8582" 5 37 39646
"8583" 20 47 19980
"8584" 10 42 34983
"8585" 5 46 48509
"8586" 18 78 52815
"8587" 14 58 42786
"8588" 7 36 35017
"8589" 21 66 35119
"8590" 8 32 29193
"8591" 25 47 9087
"8592" 10 33 26076
"8593" 28 60 16614
"8594" 18 79 53913
"8595" 9 68 61444
"8596" 17 30 9970
"8597" 29 87 39865
"8598" 23 76 41890
"8599" 20 49 21296
"8600" 8 43 39579
"8601" 3 38 45209
"8602" 12 58 46405
"8603" 23 37 5000
"8604" 4 56 59978
"8605" 7 43 42289
"8606" 7 69 67578
"8607" 5 59 60931
"8608" 26 39 5000
"8609" 27 37 5000
"8610" 9 42 36808
"8611" 28 78 32678
"8612" 17 49 27317
"8613" 19 75 47464
"8614" 12 35 24020
"8615" 12 44 31981
"8616" 15 47 29945
"8617" 10 35 27330
"8618" 3 37 44447
"8619" 25 31 5000
"8620" 6 60 59233
"8621" 18 37 14276
"8622" 21 47 17161
"8623" 18 59 35042
"8624" 10 37 30371
"8625" 15 64 45624
"8626" 15 38 20902
"8627" 5 72 73879
"8628" 1 30 41141
"8629" 25 37 5000
"8630" 7 57 55341
"8631" 7 37 35327
"8632" 11 98 86405
"8633" 4 42 47106
"8634" 11 150 135341
"8635" 1 69 79014
"8636" 28 72 27307
"8637" 13 33 20633
"8638" 1 39 49440
"8639" 6 102 99845
"8640" 8 43 39871
"8641" 21 79 47607
"8642" 2 48 56861
"8643" 28 82 35537
"8644" 22 56 24498
"8645" 29 31 5000
"8646" 21 53 23396
"8647" 17 34 12744
"8648" 10 54 46713
"8649" 13 73 58231
"8650" 8 56 52006
"8651" 23 48 14529
"8652" 27 77 33604
"8653" 13 34 22215
"8654" 14 44 29886
"8655" 18 40 16453
"8656" 10 80 70424
"8657" 10 38 30193
"8658" 9 101 92231
"8659" 5 32 35376
"8660" 26 84 42898
"8661" 20 54 27155
"8662" 1 45 55653
"8663" 3 77 82116
"8664" 3 37 43800
"8665" 2 64 71453
"8666" 15 51 33501
"8667" 2 33 42731
"8668" 15 30 14194
"8669" 14 57 41268
"8670" 5 55 57320
"8671" 30 37 5000
"8672" 18 122 94669
"8673" 26 37 5000
"8674" 0 49 61513
"8675" 1 33 44407
"8676" 25 71 32240
"8677" 26 37 5000
"8678" 9 53 46539
"8679" 5 58 59713
"8680" 30 58 9922
"8681" 27 38 5000
"8682" 28 30 5000
"8683" 22 31 5000
"8684" 21 61 30267
"8685" 26 30 5000
"8686" 13 67 52268
"8687" 16 46 27232
"8688" 25 59 20347
"8689" 15 46 28346
"8690" 11 40 30654
"8691" 24 42 6585
"8692" 5 39 42454
"8693" 19 37 12060
"8694" 26 49 9233
"8695" 15 88 68641
"8696" 24 38 5000
"8697" 23 38 5150
"8698" 22 34 5000
"8699" 3 82 86518
"8700" 23 52 18052
"8701" 2 31 40321
"8702" 14 98 80202
"8703" 29 30 5000
"8704" 1 62 72051
"8705" 11 39 30593
"8706" 11 69 59469
"8707" 29 38 5000
"8708" 30 30 5000
"8709" 21 32 5000
"8710" 13 52 38589
"8711" 15 39 22118
"8712" 20 37 10306
"8713" 27 51 10049
"8714" 15 57 38397
"8715" 25 45 7573
"8716" 12 77 63734
"8717" 17 62 39714
"8718" 14 38 22621
"8719" 0 139 147369
"8720" 22 41 10423
"8721" 3 42 48578
"8722" 25 102 61648
"8723" 24 96 58992
"8724" 4 106 108291
"8725" 10 73 64505
